,study_id,analysis_id,analysis_summary,analysis_type,chromatography system,column_name,chromatography_type,ms_instrument_name,ms_instrument_type,ms_type,ion_mode,nmr_instrument_type,nmr_experiment_type,spectrometer_frequency,nmr_solvent,units
ST003077,ST003077,AN005035,Reversed phase UNSPECIFIED ION MODE,MS,Thermo Vanquish,"Xbridge BEH C18 column (100 × 2.1 mm, 2.5 um)",Reversed phase,Thermo Orbitrap Exploris 480,Orbitrap,ESI,UNSPECIFIED,,,,,arbitrary unit
ST002221,ST002221,AN003630,HILIC UNSPECIFIED ION MODE,MS,Thermo Vanquish Horizon,SeQuant ZIC-pHILIC,HILIC,Thermo Orbitrap Exploris 240,Orbitrap,ESI,UNSPECIFIED,,,,,peak area
ST001459,ST001459,AN002434,NMR data,NMR,,,,,,,,FT-NMR,PRESAT (1H1D),600 MHz,D20,normalized peak area
ST000346_0,ST000346,AN000561,RP POSITIVE ION MODE,MS,Agilent 6530,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,Peak height
ST000346_1,ST000346,AN000562,RP NEGATIVE ION MODE,MS,Agilent 6550,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6550 QTOF,QTOF,ESI,NEGATIVE,,,,,Peak height
ST000292_0,ST000292,AN000466,ESI Positive mode,MS,Thermo Scientific-Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak area
ST000292_1,ST000292,AN000467,ESI Negative mode,MS,Thermo Scientific-Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak area
ST001794_0,ST001794,AN002911,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak Height Intensity
ST001794_1,ST001794,AN002912,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak Height Intensity
ST001794_2,ST001794,AN002913,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak Height Intensity
ST001794_3,ST001794,AN002914,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak Height Intensity
ST001658_0,ST001658,AN002706,Reversed phase POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"Thermo Hypersil Gold aQ (150 x 2.1mm,1.9um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak Area
ST001658_1,ST001658,AN002707,Reversed phase NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"Thermo Hypersil Gold aQ (150 x 2.1mm,1.9um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak Area
ST001658_2,ST001658,AN002708,Normal phase POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"PolyLC Polyhydroxyethyl A (200 x 2.1mm,5um)",Normal phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak Area
ST001658_3,ST001658,AN002709,Normal phase NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"PolyLC Polyhydroxyethyl A (200 x 2.1mm,5um)",Normal phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak Area
ST001202_0,ST001202,AN002000,pHILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak intensity
ST001202_1,ST001202,AN002001,pHILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak intensity
ST001321,ST001321,AN002197, UNSPECIFIED ION MODE,MS,Agilent 7200,"Agilent VF-5ms (30 m x 0.25 mm, 0.25 µm)",,Agilent 7890A,GC-TOF,EI,UNSPECIFIED,,,,,IU
ST000714_0,ST000714,AN001117,Reversed phase NEGATIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,NEGATIVE,,,,,peak area
ST000714_1,ST000714,AN001118,Reversed phase POSITIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,peak area
ST002860,ST002860,AN004690,GC POSITIVE ION MODE,MS,Agilent 7890A,"Agilent DB5-MS (30m x 0.25mm, 0.25um)",GC,Agilent 5977B,Single quadrupole,EI,POSITIVE,,,,,abundance
ST001730_0,ST001730,AN002815,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Phenomenex Kinetex C18 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Relative Abundance
ST001730_1,ST001730,AN002816,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Phenomenex Kinetex C18 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Relative Abundance
ST002411,ST002411,AN003930,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,Waters Acquity UPLC CSH C18 column (100 mm length × 2.1 mm i.d.; 1.7-µm particle size),Reversed phase,Thermo Q Exactive HF-X Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak height
ST002178_0,ST002178,AN003566,HILIC POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters XBridge BEH Amide (150 x 2.1mm,2.5um)",HILIC,ABI Sciex 6500+ QTrap,Triple quadrupole,ESI,POSITIVE,,,,,count per second (cps)
ST002178_1,ST002178,AN003567,HILIC NEGATIVE ION MODE,MS,Shimadzu Nexera X2,"Waters XBridge BEH Amide (150 x 2.1mm,2.5um)",HILIC,ABI Sciex 6500+ QTrap,Triple quadrupole,ESI,NEGATIVE,,,,,count per second (CPS)
ST001870,ST001870,AN003032,Reversed phase POSITIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,relative value
ST001325_0,ST001325,AN002204,Reversed Phase POSITIVE (Unknown masses),MS,Agilent 1290 Infinity II,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Agilent 6540 QTOF,QTOF,ESI,POSITIVE,,,,,Peak area normalized
ST001325_1,ST001325,AN002205,Reversed Phase NEGATIVE (Unknown masses),MS,Agilent 1290 Infinity II,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Agilent 6540 QTOF,QTOF,ESI,NEGATIVE,,,,,Peak area normalized
ST001325_2,ST001325,AN002206,Reversed Phase POSITIVE (Named metabolites),MS,Agilent 1290 Infinity II,"Waters Acquity BEH C8 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6540 QTOF,QTOF,ESI,POSITIVE,,,,,Peak area normalized
ST001325_3,ST001325,AN002207,Reversed Phase NEGATIVE (Named metabolites),MS,Agilent 1290 Infinity II,"Waters Acquity BEH C8 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6540 QTOF,QTOF,ESI,NEGATIVE,,,,,Peak area normalized
ST001637_0,ST001637,AN002675,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Waters XBridge Amide (100 x 4.6mm,3.5um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak height
ST001637_1,ST001637,AN002676,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters XBridge Amide (100 x 4.6mm,3.5um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,LTQ-FT,ESI,NEGATIVE,,,,,Peak height
ST001637_2,ST001637,AN002677,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak height
ST001637_3,ST001637,AN002678,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Ion trap,ESI,NEGATIVE,,,,,Peak height
ST001637_4,ST001637,AN002679,GC POSITIVE ION MODE,MS,Agilent 6890N,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",GC,Leco Pegasus IV TOF,GC-TOF,EI,POSITIVE,,,,,Peak height
ST002106_0,ST002106,AN003444,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ZIC-pHILIC (150 x 4.6mm,5um) equipped with a guard (SeQuant,Merck)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,relative intensity
ST002106_1,ST002106,AN003445,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ZIC-pHILIC (150 x 4.6mm,5um) equipped with a guard (SeQuant,Merck)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,relative intensity
ST001777_0,ST001777,AN002884,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Orbitrap ID-X Tribrid,Orbitrap,ESI,POSITIVE,,,,,Da
ST001777_1,ST001777,AN002885,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Orbitrap ID-X Tribrid,Orbitrap,ESI,NEGATIVE,,,,,Da
ST002493_0,ST002493,AN004085,GC UNSPECIFIED ION MODE,MS,Agilent 6890N,"Restek Rtx-5Sil MS (30 x 0.25mm, 0.25um)",GC,Leco Pegasus IV TOF,GC-TOF,EI,UNSPECIFIED,,,,,peak intensity
ST002493_1,ST002493,AN004086,HILIC POSITIVE ION MODE,MS,Waters Acquity,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",HILIC,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,peak intensity
ST002493_2,ST002493,AN004087,HILIC NEGATIVE ION MODE,MS,Waters Acquity,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",HILIC,Agilent 6530 QTOF,QTOF,ESI,NEGATIVE,,,,,peak intensity
ST002493_3,ST002493,AN004088,Reversed phase POSITIVE ION MODE,MS,Waters Acquity,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,peak intensity
ST002493_4,ST002493,AN004089,Reversed phase NEGATIVE ION MODE,MS,Waters Acquity,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6550 QTOF,QTOF,ESI,NEGATIVE,,,,,peak intensity
ST002493_5,ST002493,AN004090,Normal phase POSITIVE ION MODE,MS,Thermo Vanquish,"Phenomenex Kinetex PFP (100 x 2.1mm,2.6um)",Normal phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak intensity
ST002493_6,ST002493,AN004091,Normal phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Phenomenex Kinetex PFP (100 x 2.1mm,2.6um)",Normal phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak intensity
ST003072,ST003072,AN005030,HILIC UNSPECIFIED ION MODE,MS,Thermo Vanquish,"SeQuant ZIC- pHILIC (150 x 2.1mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,a.u.
ST001842,ST001842,AN002985,GC UNSPECIFIED ION MODE,MS,LECO Pegasus IV GC-time of flight mass spectrometers,Rtx-5Sil MS,GC,Leco Pegasus IV TOF,GC-TOF,EI,UNSPECIFIED,,,,,normalized peak height
ST000424_0,ST000424,AN000673,Reversed phase POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak Area
ST000424_1,ST000424,AN000674,Reversed phase NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak Area
ST001198,ST001198,AN001994,HILIC UNSPECIFIED ION MODE,MS,Waters Xevo QS,Merck ZIC-pHilic,HILIC,Waters Xevo QS,Triple quadrupole,ESI,UNSPECIFIED,,,,,spectral abundance per cell
ST000310_0,ST000310,AN000490,Peak area positive ion mode,MS,Thermo Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak Area
ST000310_1,ST000310,AN000491,Peak area negative ion mode,MS,Thermo Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak Area
ST000310_2,ST000310,AN000492,Peak height positive ion mode,MS,Thermo Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak height
ST000310_3,ST000310,AN000493,Peak height negative ion mode,MS,Thermo Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak height
ST000343_0,ST000343,AN000555,RP POSITIVE ION MODE,MS,Agilent 6530,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,Peak height
ST000343_1,ST000343,AN000556,RP NEGATIVE ION MODE,MS,Agilent 6550,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6550 QTOF,QTOF,ESI,NEGATIVE,,,,,Peak height
ST000696_0,ST000696,AN001079,Reversed phase NEGATIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,NEGATIVE,,,,,peak area
ST000696_1,ST000696,AN001080,Reversed phase POSITIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,peak area
ST000990,ST000990,AN001616,Reversed phase POSITIVE ION MODE,MS,Sciex TripleTOF 6600,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,ABI Sciex 6600 TripleTOF,Triple TOF,ESI,POSITIVE,,,,,nanograms (absolute)
ST001608_0,ST001608,AN002641,GC UNSPECIFIED ION MODE,MS,Agilent 7890A,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",GC,Agilent 7200 QTOF,QTOF,EI,POSITIVE,,,,,peak height
ST001608_1,ST001608,AN002642,GC UNSPECIFIED ION MODE,MS,Agilent 7890A,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",GC,Agilent 5977,Single quadrupole,EI,POSITIVE,,,,,peak height
ST002017,ST002017,AN003287,None (Direct infusion) UNSPECIFIED ION MODE,MS,Metabolon LC-MS,Metabolon,Unspecified,Thermo Q Exactive Orbitrap,Other,ESI,UNSPECIFIED,,,,,scaled imputed
ST002303_0,ST002303,AN003763,Reversed phase POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"Thermo Accucore C30 (250 x 2.1mm,3um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Area
ST002303_1,ST002303,AN003764,Reversed phase NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"Thermo Accucore C30 (250 x 2.1mm,3um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Area
ST000090_0,ST000090,AN000143,MS positive ion mode,MS,Agilent 1200,Waters Acquity HSS T3,Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,counts
ST000090_1,ST000090,AN000144,MS negative ion mode,MS,Agilent 1200,Waters Acquity HSS T3,Reversed phase,Agilent 6530 QTOF,QTOF,ESI,NEGATIVE,,,,,counts
ST003499_0,ST003499,AN005743,HILIC UNSPECIFIED ION MODE,MS,Dionex Ultimate 3000 UHPLC,"SeQuant ZIC- pHILIC (150 x 2.1mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,peak area
