database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02830216_CSHC18_NEG	20P02830217_CSHC18_NEG	20P02830215_CSHC18_NEG	20P02830224_CSHC18_NEG	20P02830213_CSHC18_NEG	20P02830210_CSHC18_NEG	20P02830211_CSHC18_NEG	20P02830218_CSHC18_NEG	20P02830219_CSHC18_NEG	20P02830133_CSHC18_NEG	20P02830132_CSHC18_NEG	20P02830131_CSHC18_NEG	20P02830130_CSHC18_NEG	20P02830136_CSHC18_NEG	20P02830135_CSHC18_NEG	20P02830134_CSHC18_NEG	20P02830139_CSHC18_NEG	20P02830138_CSHC18_NEG	20P02830024_CSHC18_NEG	20P02830320_CSHC18_NEG	20P02830026_CSHC18_NEG	20P02830027_CSHC18_NEG	20P02830021_CSHC18_NEG	20P02830023_CSHC18_NEG	20P02830028_CSHC18_NEG	20P02830286_CSHC18_NEG	20P02830096_CSHC18_NEG	20P02830227_CSHC18_NEG	20P02830120_CSHC18_NEG	20P02830121_CSHC18_NEG	20P02830122_CSHC18_NEG	20P02830123_CSHC18_NEG	20P02830124_CSHC18_NEG	20P02830264_CSHC18_NEG	20P02830126_CSHC18_NEG	20P02830127_CSHC18_NEG	20P02830128_CSHC18_NEG	20P02830129_CSHC18_NEG	20P02830266_CSHC18_NEG	20P02830059_CSHC18_NEG	20P02830058_CSHC18_NEG	20P02830057_CSHC18_NEG	20P02830051_CSHC18_NEG	20P02830053_CSHC18_NEG	20P02830052_CSHC18_NEG	20P02830295_CSHC18_NEG	20P02830293_CSHC18_NEG	20P02830288_CSHC18_NEG	20P02830317_CSHC18_NEG	20P02830199_CSHC18_NEG	20P02830198_CSHC18_NEG	20P02830195_CSHC18_NEG	20P02830194_CSHC18_NEG	20P02830196_CSHC18_NEG	20P02830315_CSHC18_NEG	20P02830190_CSHC18_NEG	20P02830193_CSHC18_NEG	20P02830192_CSHC18_NEG	20P02830115_CSHC18_NEG	20P02830114_CSHC18_NEG	20P02830116_CSHC18_NEG	20P02830110_CSHC18_NEG	20P02830274_CSHC18_NEG	20P02830176_CSHC18_NEG	20P02830082_CSHC18_NEG	20P02830205_CSHC18_NEG	20P02830080_CSHC18_NEG	20P02830084_CSHC18_NEG	20P02830310_CSHC18_NEG	20P02830306_CSHC18_NEG	20P02830307_CSHC18_NEG	20P02830298_CSHC18_NEG	20P02830299_CSHC18_NEG	20P02830303_CSHC18_NEG	20P02830305_CSHC18_NEG	20P02830240_CSHC18_NEG	20P02830100_CSHC18_NEG	20P02830105_CSHC18_NEG	20P02830038_CSHC18_NEG	20P02830032_CSHC18_NEG	20P02830031_CSHC18_NEG	20P02830030_CSHC18_NEG	20P02830037_CSHC18_NEG	20P02830269_CSHC18_NEG	20P02830328_CSHC18_NEG	20P02830060_CSHC18_NEG	20P02830063_CSHC18_NEG	20P02830064_CSHC18_NEG	20P02830179_CSHC18_NEG	20P02830178_CSHC18_NEG	20P02830069_CSHC18_NEG	20P02830175_CSHC18_NEG	20P02830174_CSHC18_NEG	20P02830173_CSHC18_NEG	20P02830172_CSHC18_NEG	20P02830171_CSHC18_NEG	20P02830170_CSHC18_NEG	20P02830203_CSHC18_NEG	20P02830183_CSHC18_NEG	20P02830180_CSHC18_NEG	20P02830002_CSHC18_NEG	20P02830006_CSHC18_NEG	20P02830188_CSHC18_NEG	20P02830189_CSHC18_NEG	20P02830202_CSHC18_NEG	20P02830271_CSHC18_NEG	20P02830185_CSHC18_NEG	20P02830229_CSHC18_NEG	20P02830228_CSHC18_NEG	20P02830164_CSHC18_NEG	20P02830226_CSHC18_NEG	20P02830092_CSHC18_NEG	20P02830095_CSHC18_NEG	20P02830162_CSHC18_NEG	20P02830163_CSHC18_NEG	20P02830220_CSHC18_NEG	20P02830017_CSHC18_NEG	20P02830016_CSHC18_NEG	20P02830018_CSHC18_NEG	20P02830089_CSHC18_NEG	20P02830151_CSHC18_NEG	20P02830153_CSHC18_NEG	20P02830152_CSHC18_NEG	20P02830154_CSHC18_NEG	20P02830159_CSHC18_NEG	20P02830158_CSHC18_NEG	20P02830276_CSHC18_NEG	20P02830238_CSHC18_NEG	20P02830239_CSHC18_NEG	20P02830234_CSHC18_NEG	20P02830235_CSHC18_NEG	20P02830236_CSHC18_NEG	20P02830237_CSHC18_NEG	20P02830230_CSHC18_NEG	20P02830231_CSHC18_NEG	20P02830232_CSHC18_NEG	20P02830233_CSHC18_NEG	20P02830048_CSHC18_NEG	20P02830046_CSHC18_NEG	20P02830042_CSHC18_NEG	20P02830043_CSHC18_NEG	20P02830040_CSHC18_NEG	20P02830001_CSHC18_NEG	20P02830322_CSHC18_NEG	20P02830323_CSHC18_NEG	20P02830326_CSHC18_NEG	20P02830146_CSHC18_NEG	20P02830147_CSHC18_NEG	20P02830144_CSHC18_NEG	20P02830145_CSHC18_NEG	20P02830142_CSHC18_NEG	20P02830143_CSHC18_NEG	20P02830140_CSHC18_NEG	20P02830141_CSHC18_NEG	20P02830209_CSHC18_NEG	20P02830208_CSHC18_NEG	20P02830075_CSHC18_NEG	20P02830073_CSHC18_NEG	20P02830072_CSHC18_NEG	20P02830079_CSHC18_NEG	20P02830078_CSHC18_NEG
				PE(16:0/20:5)					5.3												839769.9389	445509.4856	601978.2901	1299823.545	1526582.714	1288783.861	1786725.98	1639673.361	1097401.216	308443.76	1450831.341	889765.9644	666298.1102	1459302.116	1656163.186	269039.3565	1453142.559	1410789.487	3143323.741	1646102.176	1427753.724	7402309.789	5177330.218	6376705.484	18778890.89	1407575.464	3038224.19	1226254.639	1578135.074	1067868.431	716596.8583	1542375.564	2936190.668	502134.0772	386111.3241	965848.834	1068148.58	690185.462	1162681.351	1019961.444	1202628.282	448705.6278	1062541.472	273840.5158	2094540.147	12201424.48	3405542.478	4835511.504	4325000.784	1805646.334	657283.4807	827364.1939	573429.6103	397077.7054	496097.8884	890494.5266	1421507.896	957247.8968	1841802.149	887561.3406	5737249.054	676217.3997	7925892.446	846918.7259	1748064.819	1155389.693	1567339.21	1213755.086	1254678.691	578843.5854	599149.5574	471823.6313	3155053.128	493763.3244	765260.94	953754.0283	661774.5052	211021.817	1386724.288	1336572.305	2151300.097	860124.9032	613232.5466	746194.5375	965508.6952	581423.7306	5050394.974	2627132.63	1008399.227	508384.198	3524527.494	386262.5823	555679.0971	313668.1696	697747.7873	498773.5726	1058453.612	2542206.227	1362261.561	2042867.446	414893.0231	3029496.926	279628.67	884187.3667	1442348.207	3031860.705	705037.4107	1151509.302	1903188.767	3410583.905	2051507.855	541325.9698	586593.033	1613372.116	490097.1354	2376172.246	3121287.132	4086781.427	1986337.449	2259564.296	477298.0207	991454.4667	887574.8289	4504031.431	405979.3176	497228.6991	21885752.72	747409.3504	786812.1582	749121.433	2621173.849	1151122.143	1346696.609	1500121.804	913674.0928	1519446.668	1540159.56	3908424.853	925339.9033	4987995.847	951774.915	150567.4775	620201.4554	2008217.652	967907.3898	2971986.752	293319.9419	1427159.79	666104.2851	935918.5707	386573.7799	1787544.676	429741.423	210323.4883	671282.8049	1171184.68	1791800.393	508679.9994	1747850.829	334603.8262	1125521.902
				PI(16:0/18:1)					5.34												30908008.5	53736726	55384157.02	40109970.47	36201972.13	33879374.58	62695246.28	48462275.13	30522913.95	36146845.7	53281293.99	48404027.13	38240832.85	40770521.11	44262330.54	56173750.53	96823306.18	33651692.74	55121056.33	82368591.91	61881739.34	102600601.5	31007799.32	93716948.59	65864222.49	39206069.55	98988679.33	50120441.51	40781788.1	47047963.84	37603003.13	39657680.68	32182022.55	33461978.97	31501242.84	54046763.64	34919906.3	30853898.13	42473236.85	40910307.14	50877627.74	57558533.38	76368901.8	33500151.45	54339348.78	52155750.47	53639479.58	64330310.43	52593991.92	37728102.83	43226151.6	32502759.05	48186788.43	42586485.13	47146692.17	50580195.37	32491376.74	36823073.58	63576246.56	35723747.52	42722646.31	42663962.55	37473162.79	43225386.95	88790072.76	49479195.32	51777927.03	27286992.53	48947451.78	46069147.12	41258075.34	42012810.42	54127346	43053159.42	34806449.17	39839448.39	35254289.15	29317868.41	52788572.33	23729376.58	44107376.96	85450887.72	52689803.59	42667697.15	43985134.57	43758324.65	40898680.83	61875354.83	28240153.25	27638109.41	34275053.27	38338088.42	29591681.05	38050900.83	38383066.42	22494239.51	44227448.19	49941753.99	33714493.36	56587781.18	54538249.49	30655212.87	31141746.58	40596908.55	43865974.35	68314262.84	39793028.57	32671080.31	85566272.33	52663830.35	39300269.05	28144062.48	101882000	54936208.17	34003914.02	31140469.82	88928825.74	77724917.83	46941163.62	40589911.76	40479594.71	47216976.07	37425991.52	50865727.69	34150548.16	51976230.78	65938128.59	30338700.35	41217735.59	39527182.82	46767810.88	44750829.94	37093667.63	48873445.15	32012425.06	36565792.35	35683219.43	51817598.23	43789621.05	26946538.89	23935360.28	37594220	77453893.41	43702177.15	29252906.61	69106269.28	32136998.03	35952926.07	35611316.79	38094199.04	26757277.54	55815954.06	21357774.31	32617392.65	35317762.48	47457080.36	29670623.02	43788438.71	68935439.18	31617323.48	47199356.97
				PI(17:0/20:3)					5.34												681512.6659	518093.2551	1389386.727	564250.4062	772652.333	568536.6351	397096.8591	706948.8675	470617.5957	626953.232	956863.8883	1117096.667	1252779.911	741648.6759	617715.5156	756228.4542	1430218.942	1036836.107	1620378.165	1258046.123	1303410.116	2061251.789	999880.8124	1919989.687	1337254.609	725109.3074	1824384.232	1666025.098	679824.4604	729962.958	827344.3635	886308.9767	229560.6112	350385.3375	503055.7193	868073.2321	583630.5474	734149.9549	1004249.521	737565.007	1247352.184	1030805.072	700240.6168	386008.614	1319816.906	1728015.496	939402.8616	4195516.159	700599.1785	650902.3585	1051076.431	745152.8794	673063.5819	690441.2971	741460.6078	859070.8019	623144.3274	689923.9055	559659.3495	578302.0614	978927.2923	606495.2593	472015.679	448208.6118	1813421.477	721324.0934	749403.6659	342159.9268	749797.9251	844784.9338	464468.6883	493920.1412	1005581.893	681081.1679	679914.5822	929895.6701	622799.0873	592655.6832	625600.4829	191567.6238	845352.3382	823929.7666	1034875.911	1264177.066	1258069.237	598563.0343	685886.4565	1111439.149	431619.6046	882284.1608	422600.0418	562607.5779	704092.1951	264183.2939	769428.5393	414852.0494	621740.9149	1512860.888	640276.6413	1068303.905	437003.5683	562048.2862	481976.811	749908.767	964291.3793	868378.8098	287574.137	939683.863	1036907.171	730526.3657	1319903.676	535657.2901	1651704.387	1032323.509	471904.0479	657571.0896	2325779.518	2611559.75	870016.3763	752893.462	629069.41	1124516.872	900399.7905	1099001.201	315047.5469	696631.8401	1838946.761	497465.6528	509176.6414	581329.6881	883467.3702	417794.4124	769447.3932	865804.3317	1058648.227	816059.9981	560868.7357	441190.3744	608895.7701	172969.6757	215591.0941	923270.6946	1208290.16	323373.172	366757.6123	985238.6451	325196.5675	768943.8754	775621.5546	938176.0767	717471.5833	781664.2656	340588.9689	413399.3594	598532.6613	683633.8857	117322.6619	944296.0974	733525.0747	745157.7905	1465438.487
				PI(18:0/20:4)					5.49												862404617.8	1189117909	1385509069	1219491191	942464702.1	1213297990	795308941.7	1050633322	1367757309	964739986	919364979.9	1058080748	1185522277	983805613.1	1275609216	1103625736	1271292143	1186368679	1055335236	1019618855	814920502.4	1127994604	1065146289	1115631365	1162554570	933472160.6	1083629593	1314374756	1086578359	943175039.1	1238484700	1386094922	1083870951	1073689849	1297636436	1529211489	1500015729	1142576205	828184233.3	923238332.7	990344960.6	1045807988	1852279010	782239876.1	1058148679	528700217.8	807332079.6	610176522	827018387.5	1362279951	1124022537	874499304.5	1233549096	936414478.4	1150043082	1118135532	946917040.5	946355588.1	973169959	1229319005	1606104748	1102299645	833385405.4	1147925087	1162859145	950443090.3	1101300127	1144375261	1145592326	1294043415	1051961334	1097208318	1099875544	1378424516	1277055106	807611408.4	699845945.7	933046480.1	777334320.2	503508323.4	1216638346	1135781415	918732265.6	1193481226	874178478	729457225.6	700022626.4	1304751387	948196711.5	897800173.2	1396140498	819033151.6	771203091.7	999147795.6	1701691651	856051076.3	1549563933	1574333699	1210163356	843112825.2	1452494469	1571609282	1280726935	945852399.7	1358173061	985590143	982194475.6	801674018.3	1141605178	627746284.8	979327965.7	1242369809	1291351413	720858342.6	841530648.3	1256146938	1411952758	1199900446	1403871991	789658785.4	1191523475	1054996512	960281607.4	883235513.5	969894582.8	1322381040	808887069.7	971442763.6	950077908.9	1150056853	927057573.7	985272282.9	1052580313	824525904.4	1028097384	1265066058	964527327.6	1151601413	813445913.8	575827471.8	844664387	1116344550	1904295866	1335887528	913721562.4	1355167462	1361743596	1039276741	1020582237	1466125270	975188971	1068938570	941515267.6	1127456960	1206644665	1083238320	970412573.5	1288127950	1252183599	653465348.9	1179157434
				PE(16:0/18:3)					5.53												953986.54	758891.14	2076003.415	1965309.061	1724280.965	2576398.479	1614445.639	2365832.564	799717.9416	423296.3217	2528433.214	1932625.714	3473213.61	3666334.384	1726744.084	265583.8862	2407822.396	2545174.612	4111364.926	4679745.687	4302420.3	8000978.359	11456469.66	3764009.297	27813676.27	2809203.134	5339876.789	3697648.189	2761780.243	1368586.985	963750.3721	2929348.151	4088613.624	1045512.115	57243.20786	1415758.822	5566927.85	2280106.185	2230649.588	2537658.202	1255942.676	995126.9091	2458775.219	2182133.967	8035943.165	10318828.24	4662402.171	18254102.9	2187209.721	3005563.917	3743349.714	3754707.883	2658243.685	2855549.944	828488.621	1969521.829	6396397.9	2160997.41	4193640.043	952514.6171	4923522.102	1210173.757	4299231.542	2426013.81	4047413.67	2150456.759	2459682.606	2665286.809	1306439.776	1444461.605	1636817.752	1093752.776	8864638.86	1536076.759	1904818.556	501844.8837	1572983.973	168593.8454	2153034.768	7659579.782	3244978.995	4224196.708	553544.5461	2005985.259	1842767.583	1295753.506	8285286.972	2144022.792	232498.6862	1525398.233	10125008.09	658048.0237	2106481.598	550195.4416	1061778.371	1269128.303	1926352.53	4676056.69	2408668.835	4670986.715	898464.3798	3831820.102	512594.662	2102832.286	4413207.916	5063624.25	1879059.13	898529.9976	1757884.407	9345433.803	2640953.101	1747008.49	2723847.211	1890430.14	709198.2074	3076181.325	5566694.925	4717694.713	3275827.906	7588563.459	665361.59	2150147.906	934752.8539	6349227.135	116763.2282	1801801.609	11564971.5	964822.6456	1756417.669	1414497.693	1755604.381	1919638.617	814295.9206	2157704.259	1956670.421	1345121.793	1392479.476	10989275.72	1427006.726	11185169.56	3287255.262	77467.79697	1894841.233	722320.268	889990.9324	3481312.965	497389.5789	642022.4628	2502551.332	2295869.522	1173428.123	2516344.233	1394852.172	503072.6279	1822361.691	2627874.542	8289232.192	1291118.823	3049242.299	905087.0352	1349901.769
				PE(18:2/18:2)					5.53												17478275.08	14394547.35	38138051.37	47670525.38	23190336.48	8511858.2	19912450.46	25039491.53	18381558.69	9461027.47	10725052.38	10216605.03	17366276.41	45283648.21	7110750.558	5259244.041	8851362.74	7567115.235	21125755.12	17795618.79	25090571.71	26763310.49	52363206.45	10409082.24	170510274	8507313.045	34573592.34	48313514.72	15453607.39	21104145.2	8664140.289	14010749.67	10371879.78	9833188.1	5417318.833	20880461.51	22754134.48	11318582.08	9185962.002	15936804.09	6568985.599	10111002.52	12254543.76	13213787.14	30023121.02	55193380.68	6894280.098	51825282.16	9427167.15	29868031.63	57315048.95	42902992.12	57336943.99	62062128.81	10907353.33	21056601.88	76628514.7	35115050.2	45658848.36	13321070.06	14545062.72	7165461.873	29323720.15	16549835.47	13179357.71	34771275.31	10581990.37	18851226.03	8920613.507	22984489.36	7507600.216	10071953.44	16402351.27	19192908.9	10311176.76	6391115.974	6422185.733	3805126.971	7118639.364	28370810.23	17530981.86	109724837.7	9313942.131	10516220.01	10263293.07	10512518.22	16358583.46	16455303.02	10908254.03	20072990.21	57016988.63	4204443.054	18272549.53	12740086.22	10594417.91	13783732.53	11646752.29	85801782.43	21065705.37	30564076.33	13157786.25	9040107.472	25695796.72	34059124.15	43027044.09	17118712.64	28870097.32	19702560.15	27850677.32	27106345.97	32911911.25	11335566.75	27598822.02	8353676.321	5213838.219	50147413.48	15772902.19	9439421.567	16446482.38	23654639.25	6124761.106	16532678.6	9031589.194	22868186.87	4369566.131	17034674.27	32528146.56	15397757.86	12127663.54	11437987.4	18788122.1	18867035.52	9932937.432	19756625.8	7786433.724	8154940.496	14907638.2	18629587.04	22117721.05	13181560.98	17712171.33	8539855.714	25987550.59	5723460.64	6724989.674	14530049.04	4966453.771	12495354.28	11305278.28	48166580.73	5622651.463	13162236.81	12651505.26	8348614.037	43592007.86	34968554.55	35678548.55	14337769.25	13916120.56	5167410.207	7916695.762
				PE(18:2p/22:6)					5.53												11436505.16	7536866.867	8414427.225	11197556.81	9809961.049	5715129.881	5575674.67	6444486.4	14764696.09	9137144.2	10449706.71	12601912.73	11918546.45	12253516.47	11507090.78	3519840.02	7253146.429	8088485.9	8056774.288	10913652.23	8718504.651	9854345.933	8445639.765	9160880.33	13520646.43	10816092.33	7735477.677	12961209.41	13850319.91	11989055.64	13815895.3	10071340.31	5288295.675	13955808.99	6817519.254	9129805.51	10133818.25	9910629.238	7775806.244	6772116.031	6088978.984	7903703.591	7602180.7	8976413.195	13682235.33	8629807.009	11582899.11	6497658.95	14906071.7	7668855.25	6799377.564	5079752	10967318.31	8363292.815	9714601.921	7132941.23	12090619.39	7501372.884	15737147.16	9369879.841	12700955.34	6685248.914	9335322.501	12126174.86	4657996.707	7738906.102	9356310.884	21339841.15	9400537.966	7706318.607	11798457.07	9878403.876	10107236.7	7505011.17	4296512.934	6813580.083	9591956.707	8353953.443	8306625.66	7571558.434	12235788.07	13200923.51	3497831.991	8834477.453	10131378.29	7085605.656	9055576.819	6676030.561	36089107.72	8331052.097	9856040.725	9506822.063	9761634.958	8995087.836	3702398.537	5989685.365	7502888.555	7982912.359	9195979.049	7220750.79	7205654.333	16449583.1	4571073.888	5686595.169	7104095.303	7607146.302	7640044.691	15775579.35	5747549.891	7090066.919	10426870.36	7141529.123	10964712.31	2964797.24	9928572.897	13906545.39	4955432.622	11774098.91	15546448.83	3913692.591	9449221.815	13399128.24	4322555.201	7746856.063	6412868.948	7334612.156	4499058.636	8094170.907	11386126.93	10389526.92	7685617.286	8016992.022	8823920.008	7550818.795	9909440.4	12679445.14	13873046.23	5362435.369	9946859.083	9036188.34	3936651.63	7714318.55	8389218.063	6695110.44	8008110.409	6610122.659	6840103.497	6419689.199	6214240.66	8432024.487	7422121.144	14125486.82	9123170.032	14697939.18	6449910.146	5489146.335	4950457.386	9014895.541	10691197.89	3563642.13	4464035.587
				PI(18:0/22:5)					5.54												23920071.36	33029044.98	37050756.51	29097629.08	21209568	42413220.22	15188755.57	26737355.44	47947305.16	27316206.32	43979099.1	33814930.31	45598531.52	40224988.76	48374806.03	40549169.63	73989187.43	65653072.37	30498528.61	39742444.33	29004351.67	41931891.24	34271316.87	64325762.68	38613189.18	27008803.62	77827570.53	35395062.1	49968123.38	46287921.59	50092098.05	60383207.01	30691295.05	29924766.29	51581375.56	54814766.8	61125696.87	38011022.2	22777138.13	22285695.7	34799328.41	40950867.5	68689669.37	15495635.56	36177820.21	22809985.47	42567815.91	34326368.13	36129926.61	47767474.4	24361531.71	29967894.67	31302141.54	16662250.39	33747203.9	30668428.33	34043704.44	32913061.36	28147574.02	50563418.64	86862339.22	28543795.46	27296043.63	27777988.31	70186254.71	33901476.65	60333532.5	33320786.2	48485583.99	35137890.82	30339678.5	25469046.94	45698503.18	39910180.82	37968930.99	25653119.23	23234988.33	24738581.76	43165586.68	21236005.04	50232027.74	57696651.54	26087879.5	36460046.43	37526839.55	21429121.94	21044816.84	60178919.1	27146375.44	24433397.5	51118072.99	30722149.78	16505313.97	25319960.72	39031410.04	18540967	33483820.51	57480370.69	36952233.49	28375021.24	35605314.31	47394220.16	30735950.58	29856105.17	41654484.96	51019648.86	19961000.8	22531845.22	36708538.14	20355880.57	37516322.32	35807760.14	45482290.43	21438976.32	30074513.89	37701280.49	47107271.65	42383472.54	41877784.33	21929176.32	33978630.97	36575921.66	38182787.91	29073542.34	28963927.04	33328572.69	30325775.26	27273767.82	23593170.94	48228607.21	37688965.72	36138553.79	31157012.04	31638372.85	39409441.74	54725567.38	35053863.82	39148613.27	36758319.85	27052427.06	18151568.05	32119607.13	90964539.43	43872241.35	20493048.34	58804102.27	34919290.03	39843018.89	26872750.95	63748536.12	38133968.58	46541406.1	22571850.88	29890102.92	29242951.36	27206210.42	23709418.95	41146268.07	70200665.9	12253654.21	32289805
				PG(16:0/16:0)					5.55												902654.7066	1107350.071	1345938.081	2092702.239	1293525.618	1932697.967	821561.2375	1432152.542	684963.7622	1953026.622	2756741.741	1760868.491	2606041.102	2875430.498	2821815.659	758479.333	1958659.309	591825.6184	1211415.417	1198214.975	2895481.109	574614.7142	1509640.478	1717390.341	321366.7816	1789787.276	2732465.259	2364908.912	3612155.229	1378468.856	4900955.482	3085138.521	1131953.659	1468798.72	404074.06	1829807.719	2445922.558	1466690.153	1010613.899	237142.9069	489875.5413	885112.6132	4580495.532	241911.7609	2132781.008	682622.6157	1459267.689	2573760.847	952502.0682	853441.992	538893.9703	626624.141	335277.3288	722399.0807	996829.3434	819429.4015	1070636.308	1306617.21	4120027.567	1358954.694	865004.128	1209464.716	1455083.282	765603.6081	2573763.104	1071611.52	1035862.954	2423848.79	1251675.272	317938.0064	551639.262	227791.5454	2434494.191	769686.0819	50142.21868	235773.4621	725441.931	431934.1726	1383333.98	260793.4705	2010633.725	1253398.563	689165.2298	717408.8842	847958.5084	338365.9934	52095.11015	1466833.32	985251.6035	308085.6781	129787.8446	829704.9974	495277.0206	488784.7152	625093.7513	151970.1496	482891.0431	1227854.787	499138.1474	1511167.771	678330.7784	1026621.49	136838.613	901055.0871	1884395.253	2731806.598	923926.9419	1262169.775	1985430.277	396816.4885	1575197.45	140351.5566	2323670.864	577108.7225	241792.0434	2117368.866	2553219.868	1692436.086	1639664.581	65534.72612	822574.4523	2012850.339	1096140.089	983725.488	1080418.961	448889.205	672241.2513	1250897.269	3452806.848	1802737.073	1400224.129	2002236.08	316543.486	721476.6647	952376.4246	1620919.168	1263761.383	751347.045	2182384.822	2268754.223	49128.5032	463316.9262	3424143.884	536980.5571	689174.0337	3327627.25	337515.0989	889178.9172	831698.3285	2552518.368	853490.8378	1834630.719	1148909.747	1648922.956	731867.039	748027.7758	580170.5282	204731.9766	2797102.22	843921.3937	723503.2331
				PI(18:0/20:5)(rep)					5.56												13427708.91	15567504.96	9020624.645	10049726.54	10460286	9549449.744	22789752.47	11488789.71	6343975.206	9901280.984	5416002.357	7303343.699	9003098.303	7229160.211	8313292.235	16413719.54	9098192.42	7146386.07	7292307.522	9931756.645	6554306.386	7865176.518	7257511.379	6857105.468	13211141.17	9311414.667	7388744.973	6351718.88	9237576.561	6191503.368	7023008.769	7130093.036	9093603.79	7704479.247	5670239.335	10772744.1	8687925.37	11040866.76	18224389.73	21469078.19	14057035.72	18967365.65	8437274.497	18798994.55	6975251.956	10890362.6	6216705.013	15301503.25	10026850.47	8348537.556	20218733.09	11460228.99	7467259.167	15103226.57	11659203.48	16248182.34	12030374.17	11401802.64	6753085.402	5746076.779	7227778.275	12295511.74	12797134.96	14938963.11	10370513.3	12181763.33	9525794.584	7117041.82	10138950.69	12243253.33	12194135.41	13979492.6	7033416.445	8051811.418	19647714.78	6861628.105	16587403.56	14757688.88	14503197.04	11810912.68	5520851.008	5507974.993	16062670.2	8835242.806	10235667.33	17369707.05	18728163.68	8974360.289	12368368.22	13875871.82	15177320.25	13286113.44	14351045.26	16945250.63	12744902.35	17651412.35	18958470.45	8179566.055	8074659.397	9860653.216	15945627.24	12073523.53	20753693.41	9821688.91	7413112.924	7455014.307	10907314.93	13499281.88	9955993.142	11573861.77	8913360.289	9764634.801	6688293.346	12662323.33	8082495.782	5745816.533	6623422.947	7912086.581	5679141.221	22343729.74	13681609.35	7644596.6	16700849.77	9026165.709	8230516.183	10436762.74	12961772.14	10535791.32	10041612.26	10255857.39	8611462.818	8338177.626	12087506.12	9803565.708	10201498.98	7574217.656	6961903.854	12849238.42	12145122.65	21365866.77	22652293.27	17135963.85	6853670.479	14526290.41	12462189.18	7823739.78	13662316.78	13609149.66	8850745.281	6801040.544	11370557.42	6492874.364	14376123.6	11142933.43	12553703.99	12971535.1	21801513.3	8974422.389	8718426.987	52886794.4	12932417.73
				PE(16:1p/20:4)					5.57												1301527.049	1185822.409	704481.6944	1730914.8	1135167.488	639768.63	315103.9647	986623.3289	2262265.496	3452959.116	4495408.943	2951088.118	3985741.028	4695355.418	4638817.106	1452442.945	2395900.706	598256.9922	803648.9423	723451.7255	1418306.817	541772.7889	545072.1719	1244619.349	498625.3495	1912230.023	1588677.279	1526735.501	6011566.443	1483585.909	8310641.025	4015318.653	384837.128	2072933.319	915359.6486	3154758.746	2905258.717	2640974.449	846231.6386	299814.2001	381791.6035	595059.6854	544600.1512	426345.1825	1457809.944	559723.4507	1950942.353	676716.2676	733734.4326	1318158.067	166066.5727	181407.6822	684164.8434	472926.6124	1494880.651	680591.8764	1161606.187	432785.58	1563513.501	1280082.024	673897.4357	625004.4133	435056.4507	847660.0898	934931.6087	757711.5191	1049441.549	2807710.664	1435333.302	552297.1795	667538.0555	736642.4228	1956372.215	1016798.788	249871.1239	219014.7978	1163781.049	716470.0857	741592.4947	634265.8073	2376801.641	1108182.371	385072.5665	809344.7713	1004758.259	294089.5034	402576.6722	770028.706	1467928.508	366203.5561	360574.6581	1569969.798	465862.8859	522192.9165	202802.754	626715.2994	291713.4822	585243.4814	956754.3059	1150357.339	340361.2976	877367.1344	86688.46875	699576.0678	829060.1785	1698930.536	527783.3759	1768024.056	771314.8894	378391.7872	1457290.248	129775.6381	896528.0323	295173.3041	873024.4053	1873495.68	850681.4183	1147984.774	2002622.865	72138.48457	990732.1796	1537089.479	588220.0968	640507.2162	1386481.187	514163.5019	603704.3692	1661641.083	934025.7789	1109141.996	1037549.182	2077172.124	656015.2071	993463.1862	1552159.409	2234348.844	1870053.747	225245.9305	790850.9351	346756.5014	411163.962	567553.2392	623423.4494	622643.0251	965118.3507	1085159.18	566820.3106	1381995.377	502156.131	3294783.063	1140329.358	2091188.26	2351488.468	2746264.942	640904.3754	479610.4848	373950.0108	653122.6619	1507989.894	40614.34496	309136.2161
